   1.0000000000000000e+00	   6.3632356075353303e-03	   1.0000000000000001e-01	   7.7902740908813897e+00	   4.5796461527917853e-01	   6.3008939974457213e+01	   2.8855864954551151e+01	   4.4138176717012999e-02	   9.6808308130194232e-01	
   2.0000000000000000e+00	   1.1198809392475664e-02	   1.0000000000000001e-01	   6.6252168074771589e-01	   4.6690141916893296e-01	   6.7324965132496501e+01	   3.1434121765861548e+01	   7.8826519779255588e-02	   9.4049197490946279e-01	
   3.0000000000000000e+00	   5.4993485955135242e-03	   1.0000000000000001e-01	   1.0618550429042319e+01	   5.5685211177464344e-01	   6.5672883787661419e+01	   3.6570084023490004e+01	   2.7456571993902404e-02	   9.8213449479189208e-01	
   4.0000000000000000e+00	   5.4534218383126319e-03	   1.0000000000000001e-01	   1.3147116274299936e+01	   5.0510935895522069e-01	   5.8421052631578959e+01	   2.9509020444226056e+01	   5.4872884842214753e-02	   9.0631571478627460e-01	
   5.0000000000000000e+00	   3.5664193619726163e-03	   1.0000000000000001e-01	   2.8222097787179589e+01	   6.2010824242948370e-01	   7.2697305863708394e+01	   4.5080198568502809e+01	   3.5611385712451954e-02	   9.2799147444303620e-01	
   6.0000000000000000e+00	   4.0985721838928913e-03	   1.0000000000000001e-01	   1.3883908302482768e+01	   5.1679835454659240e-01	   5.9994124559341955e+01	   3.1004864854731235e+01	   4.3025270545145447e-02	   9.4500551662394072e-01	
   7.0000000000000000e+00	   9.2616797968996540e-03	   1.0000000000000001e-01	   2.7393024240886668e+00	   3.6305074056425207e-01	   3.9982273201251310e+01	   1.4515593895156536e+01	   8.8409340374737008e-02	   8.8374646634847087e-01	
   8.0000000000000000e+00	   5.0464761166671718e-03	   1.0000000000000001e-01	   1.7297031367593902e+01	   4.8866587161198194e-01	   4.0602941176470587e+01	   1.9841271640010028e+01	   3.0974597515981372e-02	   9.7357253926046605e-01	
   9.0000000000000000e+00	   7.3367340783514323e-03	   1.0000000000000001e-01	   5.3871793148643112e+00	   4.8839364296715121e-01	   5.2714747039827770e+01	   2.5745547344873337e+01	   4.9959596681730521e-02	   9.6450486541361602e-01	
   1.0000000000000000e+01	   5.8995173151582189e-03	   1.0000000000000001e-01	   6.4736728941107886e+00	   4.8711052408923272e-01	   5.1199743918053777e+01	   2.4939934093157678e+01	   5.9350276686764805e-02	   9.3305540671081455e-01	
   1.1000000000000000e+01	   7.0462567391021309e-03	   1.0000000000000001e-01	   1.0158012135662727e+01	   5.4494851168370972e-01	   4.6044247787610622e+01	   2.5091744303454355e+01	   5.5965204740036245e-02	   9.2103584586634191e-01	
   1.2000000000000000e+01	   5.2367546295981685e-03	   1.0000000000000001e-01	   7.1079170937090170e+00	   4.7848424835623005e-01	   5.5169653524492226e+01	   2.6397810198740302e+01	   5.6614579156425239e-02	   9.2662635518058700e-01	
   1.3000000000000000e+01	   6.7035624935038998e-03	   1.0000000000000001e-01	   7.8185628594180354e+00	   4.5393099146674404e-01	   5.6183701657458577e+01	   2.5503523397641921e+01	   3.7391836637483050e-02	   9.7857503754502118e-01	
   1.4000000000000000e+01	   9.3487276544694520e-03	   1.0000000000000001e-01	   1.6461651465533933e+00	   3.5047300746043036e-01	   5.2647058823529413e+01	   1.8451373039828542e+01	   1.1649948456716408e-01	   7.7031241841867570e-01	
   1.5000000000000000e+01	   5.7865620217360091e-03	   1.0000000000000001e-01	   7.2262294528471207e+00	   5.0179771304406251e-01	   6.4137142857142862e+01	   3.2183871606894620e+01	   6.2808921221372979e-02	   8.9691257155538529e-01	
