   1.0000000000000000e+00	   1.3651053234495485e-03	   1.0000000000000001e-01	   6.2150514335205003e+01	   5.2384879225664527e-01	   5.1178046074211672e+01	   2.6809557626030731e+01	   3.7956472565047687e-02	   9.2134463294988578e-01	
   2.0000000000000000e+00	   2.0011250024728399e-03	   1.0000000000000001e-01	   1.7056780093943164e+01	   4.6802231532837490e-01	   6.3109689494932546e+01	   2.9536742997073151e+01	   7.2634612198302376e-02	   8.5286661506689510e-01	
   3.0000000000000000e+00	   1.8964523419063911e-03	   1.0000000000000001e-01	   2.4716288522260676e+01	   3.8736467302656247e-01	   6.1828907615386569e+01	   2.3950334582023757e+01	   8.3126621475117207e-02	   7.9705366104147068e-01	
   4.0000000000000000e+00	   1.6504262556338676e-03	   1.0000000000000001e-01	   2.8472447249522606e+01	   5.5624111544747323e-01	   8.6312468247813626e+01	   4.8010543615188467e+01	   7.7570589281267074e-02	   7.1239643802984232e-01	
   5.0000000000000000e+00	   5.3449720848169494e-03	   1.0000000000000001e-01	   1.0404949896361404e+00	   3.5899611835082562e-01	   3.7142136611009221e+01	   7.2753868709194318e+00	   9.6333365086720649e-02	   8.9447917503480234e-01	
   6.0000000000000000e+00	   1.9654598300602594e-03	   1.0000000000000001e-01	   2.8565437716844787e+01	   4.9943241786005582e-01	   4.0381460490916126e+01	   2.0167810449698557e+01	   6.0790473501807607e-02	   8.6965886922851032e-01	
   7.0000000000000000e+00	   3.2999128926592663e-03	   1.0000000000000001e-01	   1.8281307225827534e+00	   3.0253947577017465e-01	   5.0160682589454254e+01	   9.4439250020386165e+00	   1.2705569884336629e-01	   7.4736636411366530e-01	
   8.0000000000000000e+00	   3.1371809866163171e-03	   1.0000000000000001e-01	   1.2144161517797304e+01	   4.9789128304285613e-01	   1.7232637481723138e+01	   6.1990825079764393e+00	   7.7115773876472712e-02	   8.6900816540391634e-01	
   9.0000000000000000e+00	   2.1359941286934647e-03	   1.0000000000000001e-01	   8.7366313131741222e+00	   3.8717515621933113e-01	   4.7546847929670804e+01	   1.8408958274907075e+01	   1.0977916251858426e-01	   6.5681250504810140e-01	
   1.0000000000000000e+01	   2.1306146836469132e-03	   1.0000000000000001e-01	   1.2691789312352697e+01	   3.7781294818272271e-01	   4.8525372874406251e+01	   1.0228088093893806e+01	   8.1460267563617975e-02	   8.3718951755472004e-01	
   1.1000000000000000e+01	   1.8821768049761438e-03	   1.0000000000000001e-01	   1.6925949449523063e+01	   3.4791112375676320e-01	   5.6562901155326585e+01	   1.9678862503892393e+01	   7.7889064525405477e-02	   8.5641705388779887e-01	
   1.2000000000000000e+01	   1.8294467997540451e-03	   1.0000000000000001e-01	   4.9795323365301016e+01	   5.5430904792608160e-01	   2.9800592719691018e+01	   1.6518738178084849e+01	   7.0241263561812192e-02	   7.1573950812140041e-01	
   1.3000000000000000e+01	   1.2789993108034655e-03	   1.0000000000000001e-01	   9.6534396179347141e+01	   6.0167231573507363e-01	   4.6390238692797119e+01	   2.7911722341798058e+01	   3.7894077194760886e-02	   8.8312906909113642e-01	
   1.4000000000000000e+01	   1.6182270183394798e-03	   1.0000000000000001e-01	   3.9387240037890962e+01	   4.1049916448333751e-01	   9.4775704109457521e+01	   3.8905347350252327e+01	   3.2877161540724446e-02	   9.6878561928497420e-01	
