   0.0000000000000000e+00	   1.0000000000000000e+00	   1.8259941416275769e-02	   2.0000000000000001e-01	   5.8820004576529317e-01	   1.5300000000000000e-01	   4.0100000000000001e+01	   6.1353000000000000e+00	   3.1486928713364559e-03	   7.6837226796073865e-01	
   0.0000000000000000e+00	   2.0000000000000000e+00	   3.2001584881350242e-02	   2.0000000000000001e-01	   3.8729474607254655e-01	   2.0399999999999999e-01	   2.5199999999999999e+01	   5.1407999999999996e+00	   1.1443483024630028e-02	   8.7072055660619274e-01	
   0.0000000000000000e+00	   3.0000000000000000e+00	   2.5831196156799845e-02	   2.0000000000000001e-01	   1.0000024194938327e-01	   1.2100000000000001e-01	   1.3800000000000001e+01	   1.6698000000000002e+00	   1.0766759799489661e-01	   7.0463909066862174e-01	
   0.0000000000000000e+00	   4.0000000000000000e+00	   2.8681230302411341e-02	   2.0000000000000001e-01	   4.9702384742303918e-01	   1.3500000000000001e-01	   2.0000000000000000e+01	   2.7000000000000002e+00	   1.8129728176225629e-04	   8.6444361473585452e-01	
   0.0000000000000000e+00	   5.0000000000000000e+00	   2.8944057297131544e-02	   2.0000000000000001e-01	   1.0000004641966476e-01	   2.2300000000000000e-01	   2.6500000000000000e+01	   5.9095000000000004e+00	   1.3650760892871525e-02	   9.3849155296107734e-01	
   0.0000000000000000e+00	   6.0000000000000000e+00	   2.7403797868791911e-02	   2.0000000000000001e-01	   1.0000000000247715e-01	   1.2399999999999997e-01	   2.7199999999999999e+01	   3.3727999999999994e+00	   2.0396276875075118e-02	   8.5059944316797353e-01	
   0.0000000000000000e+00	   7.0000000000000000e+00	   1.8678915652346660e-02	   2.0000000000000001e-01	   2.7227738619039692e+00	   1.8200000000000000e-01	   1.9000000000000000e+01	   3.4579999999999997e+00	   1.9427301073529083e-02	   7.9780290986240432e-01	
   0.0000000000000000e+00	   8.0000000000000000e+00	   2.4225827643380084e-02	   2.0000000000000001e-01	   1.0000000000188577e-01	   9.0999999999999998e-02	   2.2600000000000001e+01	   2.0566000000000000e+00	   4.2226648895740272e-02	   8.4570628907968981e-01	
   0.0000000000000000e+00	   9.0000000000000000e+00	   2.2036559494135632e-02	   2.0000000000000001e-01	   1.0000000008187679e-01	   8.9999999999999997e-02	   1.2199999999999999e+01	   1.0979999999999999e+00	   2.6517745806506739e-02	   6.8603222177978851e-01	
   0.0000000000000000e+00	   1.0000000000000000e+01	   1.7523795662879722e-02	   2.0000000000000001e-01	   5.2312623252480188e+00	   2.0399999999999999e-01	   2.8500000000000000e+01	   5.8140000000000001e+00	   9.2660515249297949e-03	   9.6021792356663149e-01	
   0.0000000000000000e+00	   1.1000000000000000e+01	   3.4263756014517775e-02	   2.0000000000000001e-01	   1.0657514870452278e+00	   1.4700000000000002e-01	   2.6800000000000001e+01	   3.9396000000000004e+00	   3.1452443514804508e-03	   9.1956912192064610e-01	
   0.0000000000000000e+00	   1.2000000000000000e+01	   1.7606395519564968e-02	   2.0000000000000001e-01	   1.6105517154158415e+00	   1.7800000000000002e-01	   2.5000000000000000e+01	   4.4500000000000002e+00	   1.2213940105675992e-02	   7.8505482669529436e-01	
   0.0000000000000000e+00	   1.3000000000000000e+01	   1.5217611614193563e-02	   2.0000000000000001e-01	   2.1852318765179524e+00	   1.8300000000000002e-01	   2.9000000000000000e+01	   5.3070000000000004e+00	   2.1028271864516893e-02	   6.1374636017569295e-01	
   0.0000000000000000e+00	   1.4000000000000000e+01	   1.8082404222849242e-02	   2.0000000000000001e-01	   1.4134315686967005e+00	   1.9500000000000001e-01	   1.9899999999999999e+01	   3.8805000000000001e+00	   1.6785861305017396e-02	   5.9669582598946524e-01	
   0.0000000000000000e+00	   1.5000000000000000e+01	   1.6142299755731372e-02	   2.0000000000000001e-01	   2.3471663034135832e+00	   1.5800000000000000e-01	   1.3400000000000000e+01	   2.1172000000000000e+00	   2.3479615621852162e-02	   6.8306212893600970e-01	
   0.0000000000000000e+00	   1.6000000000000000e+01	   2.1584618560516407e-02	   2.0000000000000001e-01	   5.5082233366490463e-01	   1.8799999999999997e-01	   2.6000000000000000e+01	   4.8879999999999990e+00	   5.2020805018080166e-03	   9.2023465313985275e-01	
