   1.0000000000000000e+00	   1.3749037356656471e-03	   1.0000000000000001e-01	   7.0483908605687304e+01	   1.0476975845132906e-01	   5.1175072647425651e+01	   2.6808000000000007e+01	   3.2337265775017277e-02	   9.4490256379940263e-01	
   2.0000000000000000e+00	   1.7553687308483313e-03	   1.0000000000000001e-01	   2.0617930265574532e+01	   9.3604463065674992e-02	   6.3112375270558360e+01	   2.9537999999999997e+01	   6.4297987523459998e-02	   8.7133995498885608e-01	
   3.0000000000000000e+00	   1.6622810873983137e-03	   1.0000000000000001e-01	   2.6123046890529057e+01	   7.7472934605312502e-02	   6.1833206969695873e+01	   2.3952000000000005e+01	   7.8629643857690057e-02	   7.9121122320473480e-01	
   4.0000000000000000e+00	   1.6599648164845398e-03	   1.0000000000000001e-01	   2.5504511902225957e+01	   1.1124822308949467e-01	   8.6315086509518991e+01	   4.8011999999999993e+01	   5.1629553068326013e-02	   8.9032071110160671e-01	
   5.0000000000000000e+00	   2.3888892989893410e-03	   1.0000000000000001e-01	   2.3800776039026491e+01	   9.5736330800589770e-02	   3.7155477097091222e+01	   7.2780000000000005e+00	   9.8783041714828684e-02	   7.1927281722421421e-01	
   6.0000000000000000e+00	   1.8572802518794763e-03	   1.0000000000000001e-01	   3.4903825735588953e+01	   9.9886483572011173e-02	   4.0377835476532155e+01	   2.0165999999999993e+01	   4.0792005335980278e-02	   9.4613760366244914e-01	
   7.0000000000000000e+00	   3.3905545202318472e-03	   1.0000000000000001e-01	   1.0000000003703819e+00	   5.7396004806930655e-02	   5.0161080935368155e+01	   9.4439999999999991e+00	   1.5466302595567419e-01	   6.0013649192496010e-01	
   8.0000000000000000e+00	   3.0366439341349099e-03	   1.0000000000000001e-01	   9.6463037116961541e+00	   9.8938814014961643e-02	   1.7229628251324119e+01	   6.1980000000000004e+00	   1.0100036605029640e-01	   7.7904358481148850e-01	
   9.0000000000000000e+00	   2.1163753138117060e-03	   1.0000000000000001e-01	   1.0935200026459320e+01	   7.7435031243866234e-02	   4.7544372887324506e+01	   1.8407999999999998e+01	   8.9907853453406961e-02	   7.9489691855182776e-01	
   1.0000000000000000e+01	   1.9074556551550914e-03	   1.0000000000000001e-01	   1.1637604881336602e+01	   6.7055468358436024e-02	   4.8534443578124510e+01	   1.0230000000000000e+01	   5.8629055945014934e-02	   9.1619264630735675e-01	
   1.1000000000000000e+01	   1.9824854749465738e-03	   1.0000000000000001e-01	   1.7611002598955501e+01	   6.9582224751352645e-02	   5.6566170657305499e+01	   1.9680000000000000e+01	   5.7692469724506479e-02	   9.2812874896578701e-01	
   1.2000000000000000e+01	   1.7196334591835926e-03	   1.0000000000000001e-01	   5.5355100604182013e+01	   1.1086180958521634e-01	   2.9799261011165576e+01	   1.6517999999999997e+01	   5.1856316928326512e-02	   8.4632732389833309e-01	
   1.3000000000000000e+01	   1.0906228518459437e-03	   1.0000000000000001e-01	   1.2218204375735267e+02	   1.2033446314701474e-01	   4.6390700170240386e+01	   2.7912000000000010e+01	   3.1139869635576151e-02	   8.8958450497445363e-01	
   1.4000000000000000e+01	   1.4816263305975305e-03	   1.0000000000000001e-01	   4.0594462874582860e+01	   8.2099832896667502e-02	   9.4772421885353552e+01	   3.8904000000000003e+01	   2.9003078007316614e-02	   9.7298398292790422e-01	
